timestamp,pair,action,price,qty,reason
2026-08-19T14:07:19.492681+00:00,SOLUSD,BUY,78.57,12.727504136438846,momentum=1.59,sentiment=0.34
2026-08-19T21:49:08.137105+00:00,SOLUSD,SELL,86.68,12.727504136438846,take_profit
2026-08-20T11:57:53.029216+00:00,ETHUSD,BUY,2293.18,0.44057684344650316,momentum=2.08,sentiment=0.40
2026-08-20T17:59:54.015758+00:00,XRPUSD,BUY,1.30906,694.6127796045918,momentum=9.96,sentiment=0.32
2026-08-20T19:45:33.667024+00:00,XRPUSD,SELL,1.23794,694.6127796045918,stop_loss
2026-08-20T19:45:33.667090+00:00,XRPUSD,BUY,1.23794,730.5279086067491,momentum=1.50,sentiment=0.32
2026-08-21T10:06:00.486013+00:00,XRPUSD,SELL,1.41069,730.5279086067491,take_profit
2026-08-21T10:06:00.486106+00:00,XRPUSD,BUY,1.41069,650.01494928143,momentum=7.26,sentiment=0.38
2026-08-21T21:51:49.290141+00:00,ETHUSD,SELL,2488.85,0.44057684344650316,take_profit
2026-08-22T03:07:31.777816+00:00,XRPUSD,SELL,1.559,650.01494928143,take_profit
2026-08-23T16:56:24.470373+00:00,XRPUSD,BUY,1.50573,688.2129785524606,momentum=2.02,sentiment=0.79
